M.|||CULVER,|||C.|||MARTIN,|||E.|||FUJIMOTO,|||M.|||HOFF,|||E.|||KUMLIN normal noYear isLongAuthorLine other TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-CULVER, C CU CUL CULV , R, ER, VER, AllCap nonNum 5 maleName no lastName no no no TOKEN-KUMLIN K KU KUM KUML N IN LIN MLIN AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
and|||R.|||WHITE,|||1987|||Variable|||number|||of|||tandem|||repeat normal hasYear noLongAuthorLine other TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-R. R R. R. R. . R. R. R. singleCap nonNum 0 no no no no no no TOKEN-repeat r re rep repe t at eat peat others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new parsCit_continue
(VNTR)|||markers|||for|||human|||gene|||mapping.|||Science|||235: normal noYear noLongAuthorLine colon TOKEN-(VNTR) ( (V (VN (VNT ) R) TR) NTR) AllCap nonNum 0 no no no no no no TOKEN-markers m ma mar mark s rs ers kers others nonNum 0 no no no no no no TOKEN-235: 2 23 235 235: : 5: 35: 235: others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
1616-1622. short hasYear noLongAuthorLine period TOKEN-1616-1622. 1 16 161 1616 . 2. 22. 622. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-1616-1622. 1 16 161 1616 . 2. 22. 622. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
NATIONAL|||RESEARCH|||COUNCIL,|||1992|||DNA|||Technology|||in|||Forensic normal hasYear noLongAuthorLine other TOKEN-NATIONAL N NA NAT NATI L AL NAL ONAL AllCap nonNum 0 no no no no no no TOKEN-RESEARCH R RE RES RESE H CH RCH ARCH AllCap nonNum 0 no no no no no no TOKEN-Forensic F Fo For Fore c ic sic nsic InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
Science.|||National|||Academy|||Press,|||Washington,|||D.C. normal noYear noLongAuthorLine period TOKEN-Science. S Sc Sci Scie . e. ce. nce. InitCap nonNum 32 no no no no no publisherName TOKEN-National N Na Nat Nati l al nal onal InitCap nonNum 0 no no no no no no TOKEN-D.C. D D. D.C D.C. . C. .C. D.C. AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
NEI,|||M.,|||and|||D.|||GRAUR,|||1984|||Extent|||of|||protein|||polymorphism normal hasYear noLongAuthorLine other TOKEN-NEI, N NE NEI NEI, , I, EI, NEI, AllCap nonNum 0 no no no no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-polymorphism p po pol poly m sm ism hism others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
and|||the|||neutral|||mutation|||theory.|||Evol.|||Biol.|||17:|||73-118. normal noYear noLongAuthorLine period TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-73-118. 7 73 73- 73-1 . 8. 18. 118. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
ODELBERG,|||S.|||J.,|||R.|||PLAETKE,|||J.|||R.|||ELDRIDGE,|||L.|||BALLARD,|||P. normal noYear isLongAuthorLine period TOKEN-ODELBERG, O OD ODE ODEL , G, RG, ERG, AllCap nonNum 0 no no no no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-P. P P. P. P. . P. P. P. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
O'CONNELL,|||Y.|||NAKAMURA,|||M.|||LEPPERT,|||J.-M.|||LALOUEL|||and normal noYear isLongAuthorLine other TOKEN-O'CONNELL, O O' O'C O'CO , L, LL, ELL, AllCap nonNum 4 no no lastName no no no TOKEN-Y. Y Y. Y. Y. . Y. Y. Y. singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_continue
R.|||WHITE,|||1989|||Characterization|||of|||eight|||VNTR|||loci|||by normal hasYear noLongAuthorLine other TOKEN-R. R R. R. R. . R. R. R. singleCap nonNum 0 no no no no no no TOKEN-WHITE, W WH WHI WHIT , E, TE, ITE, AllCap nonNum 4 no no lastName no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new parsCit_continue
agarosegel|||electrophoresis.|||Genomics|||5:|||915-924. normal noYear noLongAuthorLine period TOKEN-agarosegel a ag aga agar l el gel egel others nonNum 0 no no no no no no TOKEN-electrophoresis. e el ele elec . s. is. sis. others nonNum 0 no no no no no no TOKEN-915-924. 9 91 915 915- . 4. 24. 924. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
OHTA,|||T.,|||and|||M.|||KIMURA,|||1973|||The|||model|||of|||mutation|||appro- normal hasYear noLongAuthorLine hyphen TOKEN-OHTA, O OH OHT OHTA , A, TA, HTA, AllCap nonNum 4 no no lastName no no no TOKEN-T., T T. T., T., , ., T., T., singleCap nonNum 0 no no no no no no TOKEN-appro- a ap app appr - o- ro- pro- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
priate|||to|||estimate|||the|||number|||of|||electrophoretically|||detectable normal noYear noLongAuthorLine other TOKEN-priate p pr pri pria e te ate iate others nonNum 0 no no no no no no TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName TOKEN-detectable d de det dete e le ble able others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
alleles|||in|||a|||genetic|||population.|||Genet.|||Res.|||22:|||201-204. normal noYear noLongAuthorLine period TOKEN-alleles a al all alle s es les eles others nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-201-204. 2 20 201 201- . 4. 04. 204. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
PHILLIPS,|||H.|||A.,|||P.|||HARRIS,|||R.|||I.|||RICHARDS,|||G.|||R.|||SUTHERLAND normal noYear isLongAuthorLine other TOKEN-PHILLIPS, P PH PHI PHIL , S, PS, IPS, AllCap nonNum 4 no no lastName no no no TOKEN-H. H H. H. H. . H. H. H. singleCap nonNum 0 no no no no no no TOKEN-SUTHERLAND S SU SUT SUTH D ND AND LAND AllCap nonNum 5 maleName no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
and|||J.|||C.|||MULLEY,|||1991a|||Dinucleotide|||repeat|||polymorphisms normal hasYear noLongAuthorLine other TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-polymorphisms p po pol poly s ms sms isms others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
at|||the|||D16S164,|||D16S168,|||and|||D165186|||loci|||at|||16q21-q22.1. normal noYear noLongAuthorLine period TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-16q21-q22.1. 1 16 16q 16q2 . 1. .1. 2.1. others hasDig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
Nucleic|||Acids|||Res.|||19:|||6964. short noYear noLongAuthorLine period TOKEN-Nucleic N Nu Nuc Nucl c ic eic leic InitCap nonNum 0 no no no no no no TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-6964. 6 69 696 6964 . 4. 64. 964. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
PHILLIPS,|||H.|||A.,|||V.|||J.|||HYLAND,|||K.|||HOLMAN,|||D.|||F.|||CALLEN,|||R.|||I. normal noYear isLongAuthorLine period TOKEN-PHILLIPS, P PH PHI PHIL , S, PS, IPS, AllCap nonNum 4 no no lastName no no no TOKEN-H. H H. H. H. . H. H. H. singleCap nonNum 0 no no no no no no TOKEN-I. I I. I. I. . I. I. I. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
RICHARDS|||and|||J.|||C.|||MULLEY,|||1991b|||Dinucleotide|||repeat|||pol- normal hasYear noLongAuthorLine hyphen TOKEN-RICHARDS R RI RIC RICH S DS RDS ARDS AllCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-pol- p po pol pol- - l- ol- pol- others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
ymorphism|||at|||D16S287.|||Nucleic|||Acids|||Res.|||19:|||6664. normal noYear noLongAuthorLine period TOKEN-ymorphism y ym ymo ymor m sm ism hism others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-6664. 6 66 666 6664 . 4. 64. 664. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
POLYMEROPOULOS,|||M.|||H.,|||D.|||S.|||RATH,|||H.|||XIAO|||and|||C.|||R.|||MERRIL, normal noYear isLongAuthorLine comma TOKEN-POLYMEROPOULOS, P PO POL POLY , S, OS, LOS, AllCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-MERRIL, M ME MER MERR , L, IL, RIL, AllCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
1991a|||Tetranucleotide|||repeat|||polymorphism|||at|||the|||human normal hasYear noLongAuthorLine other TOKEN-1991a 1 19 199 1991 a 1a 91a 991a others hasDig 0 no no no no no no TOKEN-Tetranucleotide T Te Tet Tetr e de ide tide InitCap nonNum 0 no no no no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
beta-actin|||related|||pseudogene|||H-beta-Ac-psi-2|||(ACTBP2)|||Nu- normal noYear noLongAuthorLine hyphen TOKEN-beta-actin b be bet beta n in tin ctin others nonNum 0 no no no no no no TOKEN-related r re rel rela d ed ted ated others nonNum 0 no no no no no no TOKEN-Nu- N Nu Nu- Nu- - u- Nu- Nu- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
cleic|||Acids|||Res.|||19:|||1432. short hasYear noLongAuthorLine period TOKEN-cleic c cl cle clei c ic eic leic others nonNum 0 no no no no no no TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-1432. 1 14 143 1432 . 2. 32. 432. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
POLYMEROPOULOS,|||M.|||H.,|||H.|||XIAO,|||D.|||S.|||RATH|||and|||C.|||R.|||MERRIL, normal noYear isLongAuthorLine comma TOKEN-POLYMEROPOULOS, P PO POL POLY , S, OS, LOS, AllCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-MERRIL, M ME MER MERR , L, IL, RIL, AllCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new parsCit_begin
199|||lb|||Tetranucleotide|||repeat|||polymorphism|||at|||the|||human normal noYear noLongAuthorLine other TOKEN-199 1 19 199 199 9 99 199 199 others 3dig 0 no no no no no no TOKEN-lb l lb lb lb b lb lb lb others nonNum 0 no no no no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new parsCit_continue
tyrosine|||hydroxylase|||gene|||(TH).|||Nucleic|||Acids|||Res.|||19:|||3753. normal noYear noLongAuthorLine period TOKEN-tyrosine t ty tyr tyro e ne ine sine others nonNum 0 no no no no no no TOKEN-hydroxylase h hy hyd hydr e se ase lase others nonNum 0 no no no no no no TOKEN-3753. 3 37 375 3753 . 3. 53. 753. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
SADLER,|||L.|||A.,|||S.|||H.|||BLANTON|||and|||S.|||P.|||DAIGER, normal noYear isLongAuthorLine comma TOKEN-SADLER, S SA SAD SADL , R, ER, LER, AllCap nonNum 4 no no lastName no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-DAIGER, D DA DAI DAIG , R, ER, GER, AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
1991|||Dinucleotide|||repeat|||polymorphism|||at|||the|||human|||tissue normal hasYear noLongAuthorLine other TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-Dinucleotide D Di Din Dinu e de ide tide InitCap nonNum 0 no no no no no no TOKEN-tissue t ti tis tiss e ue sue ssue others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
plasminagen|||activator|||gene|||(PLAT).|||Nucleic|||Acids|||Res.|||19: normal noYear noLongAuthorLine colon TOKEN-plasminagen p pl pla plas n en gen agen others nonNum 0 no no no no no no TOKEN-activator a ac act acti r or tor ator others nonNum 0 no no no no no no TOKEN-19: 1 19 19: 19: : 9: 19: 19: others 2dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
6058. short noYear noLongAuthorLine period TOKEN-6058. 6 60 605 6058 . 8. 58. 058. others 4+dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-6058. 6 60 605 6058 . 8. 58. 058. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
SHRIVER,|||M.|||D.,|||S.|||P.|||DAIGER,|||R.|||CHAKRABORTY|||and|||E. normal noYear isLongAuthorLine period TOKEN-SHRIVER, S SH SHR SHRI , R, ER, VER, AllCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-E. E E. E. E. . E. E. E. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
KLE,|||1991|||Multimodal|||distribution|||of|||length|||variation|||in normal hasYear noLongAuthorLine other TOKEN-KLE, K KL KLE KLE, , E, LE, KLE, AllCap nonNum 0 no no no no no no TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
VNTR|||loci|||detected|||using|||PCR.|||Crime|||Lab.|||Digest|||18:|||144- normal noYear noLongAuthorLine hyphen TOKEN-VNTR V VN VNT VNTR R TR NTR VNTR AllCap nonNum 0 no no no no no no TOKEN-loci l lo loc loci i ci oci loci others nonNum 0 no no no no no no TOKEN-144- 1 14 144 144- - 4- 44- 144- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
147. short noYear noLongAuthorLine period TOKEN-147. 1 14 147 147. . 7. 47. 147. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-147. 1 14 147 147. . 7. 47. 147. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
SILVER,|||L.|||M.,|||1992|||Bouncing|||off|||microsatellites.|||Nature|||Genetics normal hasYear noLongAuthorLine other TOKEN-SILVER, S SI SIL SILV , R, ER, VER, AllCap nonNum 4 no no lastName no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-Genetics G Ge Gen Gene s cs ics tics InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
2:|||8-9. short noYear noLongAuthorLine period TOKEN-2: 2 2: 2: 2: : 2: 2: 2: others 1dig 0 no no no no no no TOKEN-8-9. 8 8- 8-9 8-9. . 9. -9. 8-9. others possiblePage 0 no no no no no no TOKEN-8-9. 8 8- 8-9 8-9. . 9. -9. 8-9. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
THOMPSON,|||A.|||D.,|||Y.|||SHEN,|||K.|||HOLMAN,|||G.|||R.|||SUTHERLAND,|||D.|||F. normal noYear isLongAuthorLine period TOKEN-THOMPSON, T TH THO THOM , N, ON, SON, AllCap nonNum 20 no no lastName no placeName no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-F. F F. F. F. . F. F. F. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
CALLEN|||and|||R.|||I.|||RICHARDS,|||1992|||Isolation|||and|||characteriza- normal hasYear noLongAuthorLine hyphen TOKEN-CALLEN C CA CAL CALL N EN LEN LLEN AllCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-characteriza- c ch cha char - a- za- iza- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
tion|||of|||(AC)„|||microsatellite|||genetic|||markers|||from|||human|||chro- normal noYear noLongAuthorLine hyphen TOKEN-tion t ti tio tion n on ion tion others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-chro- c ch chr chro - o- ro- hro- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
mosome|||16.|||Genomics|||13:|||402-408. short noYear noLongAuthorLine period TOKEN-mosome m mo mos moso e me ome some others nonNum 0 no no no no no no TOKEN-16. 1 16 16. 16. . 6. 16. 16. others 2dig 0 no no no no no no TOKEN-402-408. 4 40 402 402- . 8. 08. 408. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
VALDES,|||A.|||M.,|||M.|||SLATKIN|||and|||N.|||B.|||FREIMER,|||1993|||Allele normal hasYear noLongAuthorLine other TOKEN-VALDES, V VA VAL VALD , S, ES, DES, AllCap nonNum 4 no no lastName no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-Allele A Al All Alle e le ele lele InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
frequencies|||at|||microsatellite|||loci:|||the|||stepwise|||mutation|||model normal noYear noLongAuthorLine other TOKEN-frequencies f fr fre freq s es ies cies others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-model m mo mod mode l el del odel others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
revisited.|||Genetics,|||133:|||737-749. short noYear noLongAuthorLine period TOKEN-revisited. r re rev revi . d. ed. ted. others nonNum 0 no no no no no no TOKEN-Genetics, G Ge Gen Gene , s, cs, ics, InitCap nonNum 0 no no no no no no TOKEN-737-749. 7 73 737 737- . 9. 49. 749. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
WEBER,|||J.|||L.,|||and|||P.|||E.|||MAY,|||1989|||Abundant|||class|||of|||human normal hasYear noLongAuthorLine other TOKEN-WEBER, W WE WEB WEBE , R, ER, BER, AllCap nonNum 5 maleName no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
DNA|||polymorphisms|||which|||can|||be|||typed|||using|||the|||polymerase normal noYear noLongAuthorLine other TOKEN-DNA D DN DNA DNA A NA DNA DNA AllCap nonNum 0 no no no no no no TOKEN-polymorphisms p po pol poly s ms sms isms others nonNum 0 no no no no no no TOKEN-polymerase p po pol poly e se ase rase others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
chain|||reaction.|||Am.|||J.|||Hum.|||Genet.|||44:|||388-396. normal noYear noLongAuthorLine period TOKEN-chain c ch cha chai n in ain hain others nonNum 4 no no lastName no no no TOKEN-reaction. r re rea reac . n. on. ion. others nonNum 0 no no no no no no TOKEN-388-396. 3 38 388 388- . 6. 96. 396. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
WEHRHAHN,|||C.|||F.,|||1975|||The|||evolution|||of|||selectively|||similar|||elec- normal hasYear noLongAuthorLine hyphen TOKEN-WEHRHAHN, W WE WEH WEHR , N, HN, AHN, AllCap nonNum 0 no no no no no no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-elec- e el ele elec - c- ec- lec- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
trophoretically|||detectable|||alleles|||in|||finite|||natural|||populations. normal noYear noLongAuthorLine period TOKEN-trophoretically t tr tro trop y ly lly ally others nonNum 0 no no no no no no TOKEN-detectable d de det dete e le ble able others nonNum 0 no no no no no no TOKEN-populations. p po pop popu . s. ns. ons. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
Genetics|||80:|||375-394. short noYear noLongAuthorLine period TOKEN-Genetics G Ge Gen Gene s cs ics tics InitCap nonNum 0 no no no no no no TOKEN-80: 8 80 80: 80: : 0: 80: 80: others 2dig 0 no no no no no no TOKEN-375-394. 3 37 375 375- . 4. 94. 394. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
WOOD,|||S.,|||and|||M.|||SCHERTZER,|||1991|||Dinulceotide|||repeat|||poly- normal hasYear noLongAuthorLine hyphen TOKEN-WOOD, W WO WOO WOOD , D, OD, OOD, AllCap nonNum 5 maleName no lastName no no no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-poly- p po pol poly - y- ly- oly- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
morphism|||at|||the|||D8S135|||locus|||on|||chromosome|||8p.|||Nucleic normal noYear noLongAuthorLine other TOKEN-morphism m mo mor morp m sm ism hism others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-Nucleic N Nu Nuc Nucl c ic eic leic InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_continue
Acids|||Res.|||19:|||6664. short noYear noLongAuthorLine period TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-Res. R Re Res Res. . s. es. Res. InitCap nonNum 4 no no lastName no no no TOKEN-6664. 6 66 666 6664 . 4. 64. 664. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue parsCit_end
WRIGHT,|||S.,|||1949|||Genetics|||of|||populations.|||Encyclopedia|||Britan- normal hasYear noLongAuthorLine hyphen TOKEN-WRIGHT, W WR WRI WRIG , T, HT, GHT, AllCap nonNum 21 maleName no lastName no placeName no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-Britan- B Br Bri Brit - n- an- tan- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new parsCit_begin
nica,|||14|||Ed.|||10:|||111,112. short noYear noLongAuthorLine period TOKEN-nica, n ni nic nica , a, ca, ica, others nonNum 0 no no no no no no TOKEN-14 1 14 14 14 4 14 14 14 others 2dig 0 no no no no no no TOKEN-111,112. 1 11 111 111, . 2. 12. 112. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue parsCit_end
Communicating|||editor:|||A.|||G.|||CLARK normal noYear noLongAuthorLine other TOKEN-Communicating C Co Com Comm g ng ing ting InitCap nonNum 0 no no no no no no TOKEN-editor: e ed edi edit : r: or: tor: others nonNum 0 no no no no no no TOKEN-CLARK C CL CLA CLAR K RK ARK LARK AllCap nonNum 53 maleName no lastName no placeName publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new parsCit_unknown
