index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=6/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=7/10 firstWord=two-phase secondWord=sampling  currHeader=two-phase_sampling method
index=7 pos=8/10 firstWord=experimental secondWord=results  currHeader=experimental_results evaluation
index=8 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=4/10 firstWord=interference secondWord=environment  currHeader=interference_environment method
index=4 pos=5/10 firstWord=bluetooth secondWord=interference  currHeader=bluetooth_interference_aware_scheduling method
index=5 pos=7/10 firstWord=performance secondWord=evaluation  currHeader=performance_evaluation evaluation
index=6 pos=8/10 firstWord=concluding secondWord=remarks  currHeader=concluding_remarks conclusions
index=7 pos=9/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=8 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=taxonomy secondWord=of  currHeader=taxonomy_of_existing_protocols method
index=6 pos=6/10 firstWord=broadcast secondWord=authentication  currHeader=broadcast_authentication_with_the method
index=7 pos=7/10 firstWord=broadcast secondWord=authentication  currHeader=broadcast_authentication_with_one-time_signatures method
index=8 pos=8/10 firstWord=implementation secondWord=and  currHeader=implementation_and_performance_evaluation method
index=9 pos=9/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=10 pos=10/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=preparing secondWord=for  currHeader=preparing_for_the_project method
index=6 pos=5/10 firstWord=formulating secondWord=the  currHeader=formulating_the_project_goals method
index=7 pos=6/10 firstWord=background secondWord=null  currHeader=background method
index=8 pos=7/10 firstWord=work secondWord=during  currHeader=work_during_iticse method
index=9 pos=8/10 firstWord=reflections secondWord=after  currHeader=reflections_after_iticse method
index=10 pos=9/10 firstWord=what secondWord=comes  currHeader=what_comes_next? discussions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=5/10 firstWord=convolution secondWord=null  currHeader=3d_convolution method
index=4 pos=6/10 firstWord=hardware secondWord=acceleration  currHeader=hardware_acceleration method
index=5 pos=8/10 firstWord=results secondWord=null  currHeader=results evaluation
index=6 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=7 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=5 pos=5/10 firstWord=system secondWord=architecture  currHeader=system_architecture method
index=6 pos=6/10 firstWord=power secondWord=management  currHeader=power_management_schemes method
index=7 pos=7/10 firstWord=experimental secondWord=evaluation  currHeader=experimental_evaluation_of_hardware-directed_and_query-directed_schemes evaluation
index=8 pos=8/10 firstWord=query secondWord=restructuring  currHeader=query_restructuring method
index=9 pos=9/10 firstWord=experimental secondWord=evaluation  currHeader=experimental_evaluation_of_query_restructuring evaluation
index=10 pos=10/10 firstWord=concluding secondWord=remarks  currHeader=concluding_remarks conclusions
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=5/10 firstWord=problem secondWord=definition  currHeader=problem_definition_and_notation method
index=7 pos=6/10 firstWord=labeled secondWord=data  currHeader=labeled_data method
index=8 pos=7/10 firstWord=evaluation secondWord=null  currHeader=evaluation evaluation
index=9 pos=7/10 firstWord=techniques secondWord=null  currHeader=techniques evaluation
index=10 pos=8/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=11 pos=9/10 firstWord=discussion secondWord=and  currHeader=discussion_and_conclusions discussions
index=12 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=13 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=5/10 firstWord=new secondWord=criterion  currHeader=new_criterion_for_discriminant_analysis method
index=7 pos=6/10 firstWord=generalized secondWord=singular  currHeader=generalized_singular_value_decomposition method
index=8 pos=7/10 firstWord=connections secondWord=null  currHeader=connections method
index=9 pos=7/10 firstWord=text secondWord=classification  currHeader=text_classification_via_gda_examples method
index=10 pos=8/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=11 pos=9/10 firstWord=discussions secondWord=and  currHeader=discussions_and_conclusions discussions
index=12 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=13 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=inconsistent secondWord=databases  currHeader=inconsistent_databases_and_consistent_answers method
index=6 pos=6/10 firstWord=query secondWord=answering  currHeader=query_answering method
index=7 pos=7/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=8 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=9 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=localized secondWord=search  currHeader=localized_search_engines method
index=6 pos=5/10 firstWord=pagerank secondWord=overview  currHeader=pagerank_overview method
index=7 pos=6/10 firstWord=problem secondWord=definition  currHeader=problem_definition method
index=8 pos=7/10 firstWord=node secondWord=selection  currHeader=node_selection method
index=9 pos=8/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=10 pos=9/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=11 pos=10/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=collaborative secondWord=information  currHeader=collaborative_information_seeking method
index=6 pos=6/10 firstWord=methods secondWord=null  currHeader=methods method
index=7 pos=7/10 firstWord=results secondWord=&  currHeader=results_&_discussion evaluation
index=8 pos=8/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=9 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=3/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=6/10 firstWord=prior secondWord=work  currHeader=prior_work related_works
index=6 pos=7/10 firstWord=overall secondWord=query  currHeader=overall_query_traffic method
index=7 pos=8/10 firstWord=query secondWord=categories  currHeader=query_categories method
index=8 pos=9/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=9 pos=10/10 firstWord=bibliography secondWord=null  currHeader=bibliography references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=4/10 firstWord=aspect secondWord=oriented  currHeader=aspect_oriented_programming method
index=4 pos=5/10 firstWord=the secondWord=high  currHeader=the_high_performance_component-based_web_crawler method
index=5 pos=6/10 firstWord=evaluation secondWord=scenario  currHeader=evaluation_scenario evaluation
index=6 pos=7/10 firstWord=evaluation secondWord=results  currHeader=evaluation_results evaluation
index=7 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=8 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=3 pos=3/10 firstWord=methodology secondWord=null  currHeader=methodology method
index=4 pos=4/10 firstWord=results secondWord=null  currHeader=results evaluation
index=5 pos=5/10 firstWord=discussion secondWord=null  currHeader=discussion evaluation
index=6 pos=6/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=7 pos=7/10 firstWord=limitations secondWord=of  currHeader=limitations_of_rb++_and_ongoing_work discussions
index=8 pos=8/10 firstWord=work secondWord=on  currHeader=work_on_automatic_clustering_and_classification discussions
index=9 pos=9/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=ambient secondWord=information  currHeader=ambient_information_systems background
index=5 pos=5/10 firstWord=previous secondWord=taxonomies  currHeader=previous_taxonomies related_works
index=6 pos=6/10 firstWord=design secondWord=dimensions  currHeader=design_dimensions_of_ambient_systems method
index=7 pos=7/10 firstWord=four secondWord=design  currHeader=four_design_patterns method
index=8 pos=8/10 firstWord=extending secondWord=the  currHeader=extending_the_patterns discussions
index=9 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=10 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=5/10 firstWord=basic secondWord=model  currHeader=basic_model_ranking_two_flows method
index=7 pos=6/10 firstWord=general secondWord=model  currHeader=general_model_detecting_and_ranking_the_largest_flows method
index=8 pos=7/10 firstWord=numerical secondWord=results  currHeader=numerical_results evaluation
index=9 pos=8/10 firstWord=experimental secondWord=results  currHeader=experimental_results evaluation
index=10 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=11 pos=10/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=2 pos=3/10 firstWord=preliminaries secondWord=null  currHeader=preliminaries method
index=3 pos=5/10 firstWord=generalizing secondWord=hyperlinks  currHeader=generalizing_hyperlinks_to_interconnected_doms method
index=4 pos=6/10 firstWord=proposed secondWord=model  currHeader=proposed_model_and_algorithm method
index=5 pos=8/10 firstWord=experiments secondWord=and  currHeader=experiments_and_results evaluation
index=6 pos=9/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=7 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=cam secondWord=for  currHeader=cam_for_learning_objects_applications method
index=6 pos=6/10 firstWord=ranking secondWord=and  currHeader=ranking_and_recommending_metrics_using_cam method
index=7 pos=7/10 firstWord=application secondWord=in  currHeader=application_in_other_contexts method
index=8 pos=8/10 firstWord=further secondWord=work  currHeader=further_work discussions
index=9 pos=9/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=10 pos=10/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=2 pos=2/10 firstWord=acm secondWord=classification  currHeader=acm_classification_keywords categories_and_subject_descriptors
index=3 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=4/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=5 pos=5/10 firstWord=experiment secondWord=null  currHeader=experiment method
index=6 pos=5/10 firstWord=results secondWord=null  currHeader=results method
index=7 pos=6/10 firstWord=search secondWord=speed  currHeader=search_speed method
index=8 pos=7/10 firstWord=qualified secondWord=search  currHeader=qualified_search_speed method
index=9 pos=8/10 firstWord=immediate secondWord=accuracy  currHeader=immediate_accuracy method
index=10 pos=9/10 firstWord=discussion secondWord=null  currHeader=discussion discussions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=3/10 firstWord=one secondWord=language,  currHeader=one_language,_many_languages introduction
index=5 pos=4/10 firstWord=set-based secondWord=analysis  currHeader=set-based_analysis method
index=6 pos=4/10 firstWord=three secondWord=embedded  currHeader=three_embedded_languages method
index=7 pos=5/10 firstWord=macros secondWord=for  currHeader=macros_for_partial_evaluation method
index=8 pos=6/10 firstWord=macros secondWord=in  currHeader=macros_in_scheme method
index=9 pos=6/10 firstWord=macros secondWord=for  currHeader=macros_for_interpreters method
index=10 pos=7/10 firstWord=static secondWord=analysis  currHeader=static_analysis_for_scheme method
index=11 pos=8/10 firstWord=improvement secondWord=of  currHeader=improvement_of_static_analysis method
index=12 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=13 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=14 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=15 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=structuring secondWord=access  currHeader=structuring_access_to_the_bls_website method
index=6 pos=6/10 firstWord=a secondWord=hybrid  currHeader=a_hybrid_approach_to_topic_discovery method
index=7 pos=7/10 firstWord=focusing secondWord=on  currHeader=focusing_on_content-rich_documents method
index=8 pos=8/10 firstWord=combining secondWord=supervised  currHeader=combining_supervised_and_unsupervised_learning_for_topic_discovery method
index=9 pos=9/10 firstWord=evaluation secondWord=of  currHeader=evaluation_of_concept_discovery evaluation
index=10 pos=10/10 firstWord=conclusions secondWord=and  currHeader=conclusions_and_future_work conclusions
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=prior secondWord=research  currHeader=prior_research related_works
index=6 pos=5/10 firstWord=unified secondWord=utility  currHeader=unified_utility_maximization_framework method
index=7 pos=6/10 firstWord=experimental secondWord=methodology  currHeader=experimental_methodology evaluation
index=8 pos=7/10 firstWord=results secondWord=resource  currHeader=results_resource_selection_of_database_recommendation evaluation
index=9 pos=8/10 firstWord=results secondWord=document  currHeader=results_document_retrieval_effectiveness evaluation
index=10 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=11 pos=10/10 firstWord=acknowledgement secondWord=null  currHeader=acknowledgement acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=5/10 firstWord=overview secondWord=of  currHeader=overview_of_previous_studies related_works
index=5 pos=6/10 firstWord=principle secondWord=for  currHeader=principle_for_the_quality_synthesis_evaluation method
index=6 pos=7/10 firstWord=quality secondWord=evaluation  currHeader=quality_evaluation_indexes_for_business_website method
index=7 pos=8/10 firstWord=optimizing secondWord=the  currHeader=optimizing_the_evaluation_indexes method
index=8 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=problem secondWord=definition  currHeader=problem_definition method
index=6 pos=5/10 firstWord=query secondWord=and  currHeader=query_and_category_enrichment method
index=7 pos=6/10 firstWord=classification secondWord=approaches  currHeader=classification_approaches method
index=8 pos=7/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=9 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=10 pos=9/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=problem secondWord=statement  currHeader=problem_statement method
index=6 pos=5/10 firstWord=a secondWord=state-of-the-art  currHeader=a_state-of-the-art_solution method
index=7 pos=6/10 firstWord=our secondWord=approach  currHeader=our_approach method
index=8 pos=7/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=9 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=10 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=6 pos=5/10 firstWord=our secondWord=approach  currHeader=our_approach_to_intranet_search method
index=7 pos=6/10 firstWord=analysis secondWord=of  currHeader=analysis_of_search_needs method
index=8 pos=7/10 firstWord=information secondWord=desk  currHeader=information_desk method
index=9 pos=8/10 firstWord=evaluation secondWord=null  currHeader=evaluation evaluation
index=10 pos=9/10 firstWord=conclusion secondWord=null  currHeader=conclusion conclusions
index=11 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=12 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=features secondWord=for  currHeader=features_for_web_table_detection method
index=6 pos=6/10 firstWord=classification secondWord=schemes  currHeader=classification_schemes method
index=7 pos=7/10 firstWord=data secondWord=collection  currHeader=data_collection_and_truthing evaluation
index=8 pos=8/10 firstWord=experiments secondWord=null  currHeader=experiments evaluation
index=9 pos=9/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=10 pos=10/10 firstWord=acknowledgment secondWord=null  currHeader=acknowledgment acknowledgments
index=11 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=cr secondWord=categories  currHeader=cr_categories_and_subject_descriptors categories_and_subject_descriptors
index=3 pos=2/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=4 pos=3/10 firstWord=architectural secondWord=alternatives  currHeader=architectural_alternatives method
index=5 pos=4/10 firstWord=leo secondWord=overview  currHeader=leo_overview method
index=6 pos=4/10 firstWord=input secondWord=processing  currHeader=input_processing_leo_command method
index=7 pos=5/10 firstWord=floating-point secondWord=processing  currHeader=floating-point_processing_leo_float method
index=8 pos=6/10 firstWord=screen secondWord=space  currHeader=screen_space_rendering:_leodraw method
index=9 pos=6/10 firstWord=video secondWord=output:  currHeader=video_output:_leocross method
index=10 pos=7/10 firstWord=nurbs secondWord=and  currHeader=nurbs_and_texture_map_support method
index=11 pos=8/10 firstWord=result secondWord=null  currHeader=result method
index=12 pos=8/10 firstWord=simulation secondWord=null  currHeader=simulation method
index=13 pos=9/10 firstWord=conclusions secondWord=null  currHeader=conclusions conclusions
index=14 pos=10/10 firstWord=acknowledgements secondWord=null  currHeader=acknowledgements acknowledgments
index=15 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=&  currHeader=categories_&_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=3/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=4/10 firstWord=the secondWord=performance  currHeader=the_performance_metrics method
index=6 pos=4/10 firstWord=normalizing secondWord=the  currHeader=normalizing_the_scores method
index=7 pos=5/10 firstWord=experimental secondWord=design  currHeader=experimental_design method
index=8 pos=5/10 firstWord=data secondWord=sets  currHeader=data_sets method
index=9 pos=6/10 firstWord=mds secondWord=in  currHeader=mds_in_metric_space method
index=10 pos=7/10 firstWord=correlation secondWord=analysis  currHeader=correlation_analysis method
index=11 pos=7/10 firstWord=sar secondWord=a  currHeader=sar_a_general_purpose_metric method
index=12 pos=8/10 firstWord=performances secondWord=by  currHeader=performances_by_metric method
index=13 pos=9/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=14 pos=9/10 firstWord=discussion secondWord=and  currHeader=discussion_and_conclusions conclusions
index=15 pos=10/10 firstWord=acknowledgments secondWord=null  currHeader=acknowledgments acknowledgments
index=16 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=2/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=3/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=5/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=6/10 firstWord=safety secondWord=in  currHeader=safety_in_trust_negotiation method
index=6 pos=7/10 firstWord=policy secondWord=database  currHeader=policy_database method
index=7 pos=8/10 firstWord=related secondWord=work  currHeader=related_work related_works
index=8 pos=9/10 firstWord=conclusion secondWord=and  currHeader=conclusion_and_future_work conclusions
index=9 pos=10/10 firstWord=references secondWord=null  currHeader=references references

index=0 pos=0/10 firstWord=abstract secondWord=null  currHeader=abstract abstract
index=1 pos=1/10 firstWord=categories secondWord=and  currHeader=categories_and_subject_descriptors categories_and_subject_descriptors
index=2 pos=2/10 firstWord=general secondWord=terms  currHeader=general_terms general_terms
index=4 pos=4/10 firstWord=introduction secondWord=null  currHeader=introduction introduction
index=5 pos=5/10 firstWord=an secondWord=overview  currHeader=an_overview_of_the_author-topic_model method
index=6 pos=6/10 firstWord=author-topics secondWord=for  currHeader=author-topics_for_citeseer method
