On a O On On On n On On On on InitCap nonNum 4 no no lastName no no no noEditors 0 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 1 others title
number a n nu num numb r er ber mber number others nonNum 4 no no lastName no no no noEditors 1 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
distinct a d di dis dist t ct nct inct distinct others nonNum 0 no no no no no no noEditors 2 others title
degree a d de deg degr e ee ree gree degree others nonNum 4 no no lastName no no no noEditors 3 others title
sizes a s si siz size s es zes izes sizes others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others title
a a a a a a a a a a a others nonNum 32 no no no no no publisherName noEditors 4 others title
polynomial a p po pol poly l al ial mial polynomial others nonNum 0 no no no no no no noEditors 5 others title
over a o ov ove over r er ver over over others nonNum 4 no no lastName no no no noEditors 5 others title
a a a a a a a a a a a others nonNum 32 no no no no no publisherName noEditors 6 others title
finite a f fi fin fini e te ite nite finite others nonNum 0 no no no no no no noEditors 6 others title
field. . f fi fie fiel . d. ld. eld. field others nonNum 5 maleName no lastName no no no noEditors 7 stopPunct title
Preprint, , P Pr Pre Prep , t, nt, int, preprint InitCap nonNum 0 no no no no no no noEditors 7 contPunct tech
1996. . 1 19 199 1996 . 6. 96. 996. 1996 others year 0 no no no no no no noEditors 8 stopPunct date

S. . S S. S. S. . S. S. S. s singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Amarasinghe a A Am Ama Amar e he ghe nghe amarasinghe InitCap nonNum 0 no no no no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Lam. . L La Lam Lam. . m. am. Lam. lam InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Communication a C Co Com Comm n on ion tion communication InitCap nonNum 0 no no no no no no noEditors 1 others title
optimization a o op opt opti n on ion tion optimization others nonNum 0 no no no no no no noEditors 1 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 2 others title
code a c co cod code e de ode code code others nonNum 4 no no lastName no no no noEditors 2 others title
generation a g ge gen gene n on ion tion generation others nonNum 0 no no no no no no noEditors 2 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
distributed a d di dis dist d ed ted uted distributed others nonNum 0 no no no no no no noEditors 3 others title
memory a m me mem memo y ry ory mory memory others nonNum 4 no no lastName no no no noEditors 3 others title
machines. . m ma mac mach . s. es. nes. machines others nonNum 0 no no no no no no noEditors 3 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
SIGPLAN A S SI SIG SIGP N AN LAN PLAN sigplan AllCap nonNum 0 no no no no no no noEditors 5 others booktitle
'93 0 ' '9 '93 '93 3 93 '93 '93 93 others 2dig 0 no no no no no no noEditors 5 leadQuote booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others booktitle
Programming a P Pr Pro Prog g ng ing ming programming InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Language a L La Lan Lang e ge age uage language InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Design a D De Des Desi n gn ign sign design InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 7 others booktitle
Implementation, , I Im Imp Impl , n, on, ion, implementation InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
Albuquerque, , A Al Alb Albu , e, ue, que, albuquerque InitCap nonNum 16 no no no no placeName no noEditors 8 contPunct location
NM, , N NM NM, NM, , M, NM, NM, nm AllCap nonNum 0 no no no no no no noEditors 8 contPunct location
June a J Ju Jun June e ne une June june InitCap nonNum 14 no femaleName lastName monthName no no noEditors 8 others date
1993. . 1 19 199 1993 . 3. 93. 993. 1993 others year 0 no no no no no no noEditors 9 stopPunct date

C. . C C. C. C. . C. C. C. c singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Amza, , A Am Amz Amza , a, za, mza, amza InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
L. . L L. L. L. . L. L. L. l singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Cox, , C Co Cox Cox, , x, ox, Cox, cox InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
S. . S S. S. S. . S. S. S. s singleCap nonNum 32 no no no no no publisherName noEditors 1 stopPunct author
Dwarkadas, , D Dw Dwa Dwar , s, as, das, dwarkadas InitCap nonNum 0 no no no no no no noEditors 1 contPunct author
P. . P P. P. P. . P. P. P. p singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Keleher, , K Ke Kel Kele , r, er, her, keleher InitCap nonNum 4 no no lastName no no no noEditors 2 contPunct author
H. . H H. H. H. . H. H. H. h singleCap nonNum 0 no no no no no no noEditors 2 stopPunct author
Lu, , L Lu Lu, Lu, , u, Lu, Lu, lu InitCap nonNum 6 no femaleName lastName no no no noEditors 2 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 3 stopPunct author
Rajamony, , R Ra Raj Raja , y, ny, ony, rajamony InitCap nonNum 0 no no no no no no noEditors 3 contPunct author
W. . W W. W. W. . W. W. W. w singleCap nonNum 32 no no no no no publisherName noEditors 3 stopPunct author
Yu, , Y Yu Yu, Yu, , u, Yu, Yu, yu InitCap nonNum 4 no no lastName no no no noEditors 3 contPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 4 others author
W. . W W. W. W. . W. W. W. w singleCap nonNum 32 no no no no no publisherName noEditors 4 stopPunct author
Zwaenepoel. . Z Zw Zwa Zwae . l. el. oel. zwaenepoel InitCap nonNum 0 no no no no no no noEditors 4 stopPunct author
Tread-Marks: : T Tr Tre Trea : s: ks: rks: treadmarks InitCap nonNum 0 no no no no no no noEditors 5 contPunct title
Shared a S Sh Sha Shar d ed red ared shared InitCap nonNum 0 no no no no no no noEditors 5 others title
memory a m me mem memo y ry ory mory memory others nonNum 4 no no lastName no no no noEditors 5 others title
computing a c co com comp g ng ing ting computing others nonNum 0 no no no no no no noEditors 5 others title
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others title
networks a n ne net netw s ks rks orks networks others nonNum 0 no no no no no no noEditors 6 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others title
workstations. . w wo wor work . s. ns. ons. workstations others nonNum 0 no no no no no no noEditors 6 stopPunct title
IEEE A I IE IEE IEEE E EE EEE IEEE ieee AllCap nonNum 32 no no no no no publisherName noEditors 7 others journal
Computer, , C Co Com Comp , r, er, ter, computer InitCap nonNum 0 no no no no no no noEditors 7 contPunct journal
29(2), , 2 29 29( 29(2 , ), 2), (2), 292 others possibleVol 0 no no no no no no noEditors 7 contPunct volume
18-28, , 1 18 18- 18-2 , 8, 28, -28, 1828 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
February a F Fe Feb Febr y ry ary uary february InitCap nonNum 8 no no no monthName no no noEditors 8 others date
1996. . 1 19 199 1996 . 6. 96. 996. 1996 others year 0 no no no no no no noEditors 8 stopPunct date

Srinivasan, , S Sr Sri Srin , n, an, san, srinivasan InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
A., , A A. A., A., , ., A., A., a singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
Muggleton, , M Mu Mug Mugg , n, on, ton, muggleton InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
S. . S S. S. S. . S. S. S. s singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
H., , H H. H., H., , ., H., H., h singleCap nonNum 0 no no no no no no noEditors 1 contPunct author
Sternberg, , S St Ste Ster , g, rg, erg, sternberg InitCap nonNum 20 no no lastName no placeName no noEditors 1 contPunct author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 2 stopPunct author
E., , E E. E., E., , ., E., E., e singleCap nonNum 32 no no no no no publisherName noEditors 2 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 2 others author
King, , K Ki Kin King , g, ng, ing, king InitCap nonNum 5 maleName no lastName no no no noEditors 3 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 3 stopPunct author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 3 stopPunct author
(1996). . ( (1 (19 (199 . ). 6). 96). 1996 others year 0 no no no no no no noEditors 4 stopPunct date
Theories a T Th The Theo s es ies ries theories InitCap nonNum 0 no no no no no no noEditors 4 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 4 others title
mutagenicity: : m mu mut muta : y: ty: ity: mutagenicity others nonNum 0 no no no no no no noEditors 4 contPunct title
a a a a a a a a a a a others nonNum 32 no no no no no publisherName noEditors 5 others title
study a s st stu stud y dy udy tudy study others nonNum 4 no no lastName no no no noEditors 5 others title
in a i in in in n in in in in others nonNum 4 no no lastName no no no noEditors 5 others title
first-order a f fi fir firs r er der rder firstorder others nonNum 0 no no no no no no noEditors 6 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 6 others title
feature-based a f fe fea feat d ed sed ased featurebased others nonNum 0 no no no no no no noEditors 6 others title
induction. . i in ind indu . n. on. ion. induction others nonNum 0 no no no no no no noEditors 7 stopPunct title
Artificial a A Ar Art Arti l al ial cial artificial InitCap nonNum 0 no no no no no no noEditors 7 others journal
Intelligence, , I In Int Inte , e, ce, nce, intelligence InitCap nonNum 0 no no no no no no noEditors 7 contPunct journal
84, , 8 84 84, 84, , 4, 84, 84, 84 others 2dig 0 no no no no no no noEditors 8 contPunct volume
277-299. . 2 27 277 277- . 9. 99. 299. 277299 others possiblePage 0 no no no no no no noEditors 8 stopPunct pages

B. . B B. B. B. . B. B. B. b singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Berthomieu a B Be Ber Bert u eu ieu mieu berthomieu InitCap nonNum 0 no no no no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Diaz. . D Di Dia Diaz . z. az. iaz. diaz InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
Modeling a M Mo Mod Mode g ng ing ling modeling InitCap nonNum 0 no no no no no no noEditors 1 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 2 others title
verification a v ve ver veri n on ion tion verification others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
time a t ti tim time e me ime time time others nonNum 0 no no no no no no noEditors 3 others title
dependent a d de dep depe t nt ent dent dependent others nonNum 0 no no no no no no noEditors 3 others title
systems a s sy sys syst s ms ems tems systems others nonNum 0 no no no no no no noEditors 3 others title
using a u us usi usin g ng ing sing using others nonNum 0 no no no no no no noEditors 4 others title
time a t ti tim time e me ime time time others nonNum 0 no no no no no no noEditors 4 others title
Petri a P Pe Pet Petr i ri tri etri petri InitCap nonNum 4 no no lastName no no no noEditors 4 others title
nets. . n ne net nets . s. ts. ets. nets others nonNum 0 no no no no no no noEditors 5 stopPunct title
IEEE A I IE IEE IEEE E EE EEE IEEE ieee AllCap nonNum 32 no no no no no publisherName noEditors 5 others journal
Trans. . T Tr Tra Tran . s. ns. ans. trans InitCap nonNum 0 no no no no no no noEditors 6 stopPunct journal
Softw. . S So Sof Soft . w. tw. ftw. softw InitCap nonNum 0 no no no no no no noEditors 6 stopPunct journal
Eng., , E En Eng Eng. , ., g., ng., eng InitCap nonNum 4 no no lastName no no no noEditors 6 contPunct journal
17 0 1 17 17 17 7 17 17 17 17 others 2dig 0 no no no no no no noEditors 7 others volume
259-273, , 2 25 259 259- , 3, 73, 273, 259273 others possiblePage 0 no no no no no no noEditors 7 contPunct pages
1991. . 1 19 199 1991 . 1. 91. 991. 1991 others year 0 no no no no no no noEditors 7 stopPunct date

A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Agarwal, , A Ag Aga Agar , l, al, wal, agarwal InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
B.-H. . B B. B.- B.-H . H. -H. .-H. bh AllCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Lim, , L Li Lim Lim, , m, im, Lim, lim InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Kranz, , K Kr Kra Kran , z, nz, anz, kranz InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 1 others author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 2 stopPunct author
Kubiatowicz. . K Ku Kub Kubi . z. cz. icz. kubiatowicz InitCap nonNum 0 no no no no no no noEditors 2 stopPunct author
APRIL: : A AP APR APRI : L: IL: RIL: april AllCap nonNum 14 no femaleName lastName monthName no no noEditors 2 contPunct title
a a a a a a a a a a a others nonNum 32 no no no no no publisherName noEditors 3 others title
processor a p pr pro proc r or sor ssor processor others nonNum 0 no no no no no no noEditors 3 others title
architecture a a ar arc arch e re ure ture architecture others nonNum 0 no no no no no no noEditors 3 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 4 others title
multiprocessing. . m mu mul mult . g. ng. ing. multiprocessing others nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 4 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
17th a 1 17 17t 17th h th 7th 17th 17th others ordinal 0 no no no no no no noEditors 5 others booktitle
Annual a A An Ann Annu l al ual nual annual InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Symposium a S Sy Sym Symp m um ium sium symposium InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 7 others booktitle
Computer a C Co Com Comp r er ter uter computer InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Architecture, , A Ar Arc Arch , e, re, ure, architecture InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
pages a p pa pag page s es ges ages pages others nonNum 4 no no lastName no no no noEditors 8 others pages
104-114, , 1 10 104 104- , 4, 14, 114, 104114 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
May a M Ma May May y ay May May may InitCap nonNum 14 no femaleName lastName monthName no no noEditors 8 others date
1990. . 1 19 199 1990 . 0. 90. 990. 1990 others year 0 no no no no no no noEditors 8 stopPunct date

Serra, , S Se Ser Serr , a, ra, rra, serra InitCap nonNum 20 no no lastName no placeName no noEditors 0 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
(1982). . ( (1 (19 (198 . ). 2). 82). 1982 others year 0 no no no no no no noEditors 1 stopPunct date
Image a I Im Ima Imag e ge age mage image InitCap nonNum 0 no no no no no no noEditors 1 others title
Analysis a A An Ana Anal s is sis ysis analysis InitCap nonNum 0 no no no no no no noEditors 2 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 3 others title
Mathematical a M Ma Mat Math l al cal ical mathematical InitCap nonNum 32 no no no no no publisherName noEditors 3 others title
Morphology. . M Mo Mor Morp . y. gy. ogy. morphology InitCap nonNum 0 no no no no no no noEditors 4 stopPunct title
Academic a A Ac Aca Acad c ic mic emic academic InitCap nonNum 32 no no no no no publisherName noEditors 4 others publisher
Press, , P Pr Pre Pres , s, ss, ess, press InitCap nonNum 36 no no lastName no no publisherName noEditors 5 contPunct publisher
London. . L Lo Lon Lond . n. on. don. london InitCap nonNum 52 no no lastName no placeName publisherName noEditors 6 stopPunct location

D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no possibleEditors 0 stopPunct editor
Borman, , B Bo Bor Borm , n, an, man, borman InitCap nonNum 4 no no lastName no no no possibleEditors 0 contPunct editor
Editor, , E Ed Edi Edit , r, or, tor, editor InitCap nonNum 0 no no no no no no possibleEditors 0 contPunct editor
``Telnet a ` `` ``T ``Te t et net lnet telnet InitCap nonNum 0 no no no no no no possibleEditors 1 leadQuote title
Encryption a E En Enc Encr n on ion tion encryption InitCap nonNum 0 no no no no no no possibleEditors 1 others title
Option,'' ' O Op Opt Opti ' '' ,'' n,'' option InitCap nonNum 0 no no no no no no possibleEditors 2 endQuote title
Internet-Draft, , I In Int Inte , t, ft, aft, internetdraft InitCap nonNum 0 no no no no no no possibleEditors 2 contPunct tech
Internet a I In Int Inte t et net rnet internet InitCap nonNum 0 no no no no no no possibleEditors 3 others institution
Engineering a E En Eng Engi g ng ing ring engineering InitCap nonNum 0 no no no no no no possibleEditors 3 others institution
Task a T Ta Tas Task k sk ask Task task InitCap nonNum 0 no no no no no no possibleEditors 4 others institution
Force, , F Fo For Forc , e, ce, rce, force InitCap nonNum 4 no no lastName no no no possibleEditors 4 contPunct institution
Telnet a T Te Tel Teln t et net lnet telnet InitCap nonNum 0 no no no no no no possibleEditors 5 others institution
Working a W Wo Wor Work g ng ing king working InitCap nonNum 0 no no no no no no possibleEditors 5 others institution
Group a G Gr Gro Grou p up oup roup group InitCap nonNum 32 no no no no no publisherName possibleEditors 6 others institution
(July a ( (J (Ju (Jul y ly uly July july InitCap nonNum 12 no no lastName monthName no no possibleEditors 6 others date
1991). . 1 19 199 1991 . ). 1). 91). 1991 others year 0 no no no no no no possibleEditors 7 stopPunct date

Catlett, , C Ca Cat Catl , t, tt, ett, catlett InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
(1991b). . ( (1 (19 (199 . ). b). 1b). 1991b others hasDig 0 no no no no no no noEditors 0 stopPunct date
Megainduction: : M Me Meg Mega : n: on: ion: megainduction InitCap nonNum 0 no no no no no no noEditors 1 contPunct title
Machine a M Ma Mac Mach e ne ine hine machine InitCap nonNum 0 no no no no no no noEditors 1 others title
Learning a L Le Lea Lear g ng ing ning learning InitCap nonNum 32 no no no no no publisherName noEditors 2 others title
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 2 others title
Very a V Ve Ver Very y ry ery Very very InitCap nonNum 0 no no no no no no noEditors 2 others title
Large a L La Lar Larg e ge rge arge large InitCap nonNum 4 no no lastName no no no noEditors 3 others title
Databases. . D Da Dat Data . s. es. ses. databases InitCap nonNum 0 no no no no no no noEditors 3 stopPunct title
Ph.D. . P Ph Ph. Ph.D . D. .D. h.D. phd InitCap nonNum 0 no no no no no no noEditors 4 stopPunct tech
thesis, , t th the thes , s, is, sis, thesis others nonNum 0 no no no no no no noEditors 4 contPunct tech
Basser a B Ba Bas Bass r er ser sser basser InitCap nonNum 0 no no no no no no noEditors 4 others institution
Department a D De Dep Depa t nt ent ment department InitCap nonNum 0 no no no no no no noEditors 5 others institution
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others institution
Computer a C Co Com Comp r er ter uter computer InitCap nonNum 0 no no no no no no noEditors 6 others institution
Science, , S Sc Sci Scie , e, ce, nce, science InitCap nonNum 32 no no no no no publisherName noEditors 6 contPunct institution
University a U Un Uni Univ y ty ity sity university InitCap nonNum 48 no no no no placeName publisherName noEditors 7 others institution
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 7 others institution
Sydney. . S Sy Syd Sydn . y. ey. ney. sydney InitCap nonNum 23 maleName femaleName lastName no placeName no noEditors 7 stopPunct institution

Quinlan, , Q Qu Qui Quin , n, an, lan, quinlan InitCap nonNum 5 maleName no lastName no no no noEditors 0 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1990). . ( (1 (19 (199 . ). 0). 90). 1990 others year 0 no no no no no no noEditors 1 stopPunct date
Learning a L Le Lea Lear g ng ing ning learning InitCap nonNum 32 no no no no no publisherName noEditors 2 others title
logical a l lo log logi l al cal ical logical others nonNum 0 no no no no no no noEditors 2 others title
definitions a d de def defi s ns ons ions definitions others nonNum 0 no no no no no no noEditors 3 others title
from a f fr fro from m om rom from from others nonNum 4 no no lastName no no no noEditors 3 others title
relations. . r re rel rela . s. ns. ons. relations others nonNum 0 no no no no no no noEditors 4 stopPunct title
Machine a M Ma Mac Mach e ne ine hine machine InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
Learning, , L Le Lea Lear , g, ng, ing, learning InitCap nonNum 32 no no no no no publisherName noEditors 5 contPunct booktitle
5, , 5 5, 5, 5, , 5, 5, 5, 5 others 1dig 0 no no no no no no noEditors 5 contPunct volume
239-266. . 2 23 239 239- . 6. 66. 266. 239266 others possiblePage 0 no no no no no no noEditors 6 stopPunct pages

Felleisen, , F Fe Fel Fell , n, en, sen, felleisen InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
M. . M M. M. M. . M. M. M. m singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
The a T Th The The e he The The the InitCap nonNum 32 no no no no no publisherName noEditors 0 others title
theory a t th the theo y ry ory eory theory others nonNum 0 no no no no no no noEditors 1 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 1 others title
practice a p pr pra prac e ce ice tice practice others nonNum 0 no no no no no no noEditors 1 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
first-class a f fi fir firs s ss ass lass firstclass others nonNum 0 no no no no no no noEditors 2 others title
prompts. . p pr pro prom . s. ts. pts. prompts others nonNum 0 no no no no no no noEditors 3 stopPunct title
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 3 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 4 others booktitle
15th a 1 15 15t 15th h th 5th 15th 15th others ordinal 0 no no no no no no noEditors 4 others booktitle
Annual a A An Ann Annu l al ual nual annual InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
Symposium a S Sy Sym Symp m um ium sium symposium InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 5 others booktitle
Principles a P Pr Pri Prin s es les ples principles InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others booktitle
Programming a P Pr Pro Prog g ng ing ming programming InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Languages a L La Lan Lang s es ges ages languages InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
(1988), , ( (1 (19 (198 , ), 8), 88), 1988 others year 0 no no no no no no noEditors 7 contPunct date
180-190. . 1 18 180 180- . 0. 90. 190. 180190 others possiblePage 0 no no no no no no noEditors 8 stopPunct pages

Narayana, , N Na Nar Nara , a, na, ana, narayana InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
K. . K K. K. K. . K. K. K. k singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
T. . T T. T. T. . T. T. T. t singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 1 others author
Aaby, , A Aa Aab Aaby , y, by, aby, aaby InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName noEditors 2 stopPunct author
A., , A A. A., A., , ., A., A., a singleCap nonNum 32 no no no no no publisherName noEditors 2 contPunct author
"Specification a " "S "Sp "Spe n on ion tion specification InitCap nonNum 0 no no no no no no noEditors 2 leadQuote title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others title
Real-Time a R Re Rea Real e me ime Time realtime InitCap nonNum 0 no no no no no no noEditors 3 others title
Systems a S Sy Sys Syst s ms ems tems systems InitCap nonNum 0 no no no no no no noEditors 4 others title
in a i in in in n in in in in others nonNum 4 no no lastName no no no noEditors 4 others title
Real-Time a R Re Rea Real e me ime Time realtime InitCap nonNum 0 no no no no no no noEditors 4 others title
Temporal a T Te Tem Temp l al ral oral temporal InitCap nonNum 0 no no no no no no noEditors 5 others title
Interval a I In Int Inte l al val rval interval InitCap nonNum 0 no no no no no no noEditors 5 others title
Logic", , L Lo Log Logi , ", c", ic", logic InitCap nonNum 0 no no no no no no noEditors 6 endQuote title
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others booktitle
Real-Time a R Re Rea Real e me ime Time realtime InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Systems a S Sy Sys Syst s ms ems tems systems InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Symposium, , S Sy Sym Symp , m, um, ium, symposium InitCap nonNum 0 no no no no no no noEditors 8 contPunct booktitle
December a D De Dec Dece r er ber mber december InitCap nonNum 12 no no lastName monthName no no noEditors 8 others date
1988. . 1 19 198 1988 . 8. 88. 988. 1988 others year 0 no no no no no no noEditors 8 stopPunct date

Adorni, , A Ad Ado Ador , i, ni, rni, adorni InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
G., , G G. G., G., , ., G., G., g singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
Broggi, , B Br Bro Brog , i, gi, ggi, broggi InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
A., , A A. A., A., , ., A., A., a singleCap nonNum 32 no no no no no publisherName noEditors 0 contPunct author
Conte, , C Co Con Cont , e, te, nte, conte InitCap nonNum 4 no no lastName no no no noEditors 1 contPunct author
G., , G G. G., G., , ., G., G., g singleCap nonNum 32 no no no no no publisherName noEditors 1 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 1 others author
D'Andrea, , D D' D'A D'An , a, ea, rea, dandrea others nonNum 4 no no lastName no no no noEditors 2 contPunct author
V. . V V. V. V. . V. V. V. v singleCap nonNum 0 no no no no no no noEditors 2 stopPunct author
(1993). . ( (1 (19 (199 . ). 3). 93). 1993 others year 0 no no no no no no noEditors 2 stopPunct date
A A A A A A A A A A a singleCap nonNum 32 no no no no no publisherName noEditors 2 others title
self-tuning a s se sel self g ng ing ning selftuning others nonNum 0 no no no no no no noEditors 3 others title
system a s sy sys syst m em tem stem system others nonNum 0 no no no no no no noEditors 3 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
